word,synset,lemma,definition,examples,synonyms,antonyms,similarity_run.v.01_sprint.v.01,similarity_ship.n.01_boat.n.01
next,following.s.02,following,immediately following in time or order,"['the following day', 'next in line', 'the next president', 'the next item on the list']","{'following', 'side_by_side', 'succeeding', 'adjacent', 'future', 'next'}",set(),0.8571428571428571,0.9090909090909091
nibble,nybble.n.01,nybble,a small byte,[],"{'piece', 'nibble', 'pick', 'nybble'}",set(),0.8571428571428571,0.9090909090909091
nice,nice.n.01,Nice,a city in southeastern France on the Mediterranean; the leading resort on the French Riviera,[],"{'Nice', 'gracious', 'decent', 'prissy', 'courteous', 'skillful', 'dainty', 'overnice', 'nice', 'squeamish'}",{'nasty'},0.8571428571428571,0.9090909090909091
nice-looking,,,,,set(),set(),0.8571428571428571,0.9090909090909091
nice-one,,,,,set(),set(),0.8571428571428571,0.9090909090909091
nice-to-meet-you,,,,,set(),set(),0.8571428571428571,0.9090909090909091
nicely,nicely.r.01,nicely,in a nice way,['a nicely painted house'],{'nicely'},set(),0.8571428571428571,0.9090909090909091
nicety,justness.n.01,justness,conformity with some esthetic standard of correctness or propriety,['it was performed with justness and beauty'],"{'rightness', 'subtlety', 'justness', 'nuance', 'nicety', 'shade', 'refinement'}",set(),0.8571428571428571,0.9090909090909091
nifty,bang-up.s.01,bang-up,very good,"['he did a bully job', 'a neat sports car', 'had a great time at the party', 'you look simply smashing']","{'cracking', 'swell', 'groovy', 'neat', 'bang-up', 'keen', 'nifty', 'peachy', 'bully', 'great', 'slap-up', 'corking', 'smashing', 'dandy', 'not_bad'}",set(),0.8571428571428571,0.9090909090909091
nimble,agile.s.01,agile,moving quickly and lightly,"['sleek and agile as a gymnast', 'as nimble as a deer', 'nimble fingers', 'quick of foot', 'the old dog was so spry it was halfway up the stairs before we could stop it']","{'agile', 'nimble', 'quick', 'spry'}",set(),0.8571428571428571,0.9090909090909091
nimble-fingered,light-fingered.s.01,light-fingered,having nimble fingers literally or figuratively; especially for stealing or picking pockets; - Harry Hansen; - Time,"['a light-fingered burglar who can crack the combination of a bank vault', 'the light-fingered thoughtfulness...of the most civilized playwright of the era']","{'nimble-fingered', 'light-fingered'}",set(),0.8571428571428571,0.9090909090909091
nimbleness,nimbleness.n.01,nimbleness,intelligence as revealed by quickness and alertness of mind,['nimbleness of wit and imagination'],"{'nimbleness', 'legerity', 'lightsomeness', 'agility', 'mental_dexterity', 'lightness'}",set(),0.8571428571428571,0.9090909090909091
nimbly,agilely.r.01,agilely,in a nimble or agile manner; with quickness and lightness and ease; - Charles Dickens,"['nimbly scaling an iron gate', 'leaped agilely from roof to roof']","{'nimbly', 'agilely'}",set(),0.8571428571428571,0.9090909090909091
nimbus,nimbus.n.01,nimbus,a dark grey cloud bearing rain,[],"{'rain_cloud', 'aureole', 'aura', 'glory', 'gloriole', 'nimbus', 'nimbus_cloud', 'halo'}",set(),0.8571428571428571,0.9090909090909091
nippy,nippy.s.01,nippy,a sharp biting taste,['a nippy cheese'],"{'frosty', 'crisp', 'snappy', 'nipping', 'nippy'}",set(),0.8571428571428571,0.9090909090909091
nirvana,nirvana.n.01,nirvana,(Hinduism and Buddhism) the beatitude that transcends the cycle of reincarnation; characterized by the extinction of desire and suffering and individual consciousness,[],"{'Eden', 'paradise', 'enlightenment', 'heaven', 'nirvana', 'Shangri-la', 'promised_land'}",set(),0.8571428571428571,0.9090909090909091
nitty-gritty,kernel.n.03,kernel,the choicest or most essential or most vital part of some idea or experience,"[""the gist of the prosecutor's argument"", 'the heart and soul of the Republican Party', 'the nub of the story']","{'essence', 'inwardness', 'center', 'marrow', 'nub', 'pith', 'substance', 'meat', 'heart_and_soul', 'centre', 'heart', 'core', 'nitty-gritty', 'sum', 'gist', 'kernel'}",set(),0.8571428571428571,0.9090909090909091
no-doubt,,,,,set(),set(),0.8571428571428571,0.9090909090909091
nob,toff.n.01,toff,informal term for an upper-class or wealthy person,[],"{'toff', 'nob'}",set(),0.8571428571428571,0.9090909090909091
nobility,nobility.n.01,nobility,a privileged class holding hereditary titles,[],"{'grandeur', 'aristocracy', 'nobility', 'magnanimousness', 'nobleness', 'noblesse'}",set(),0.8571428571428571,0.9090909090909091
noble,lord.n.03,Lord,a titled peer of the realm,[],"{'Lord', 'stately', 'baronial', 'imposing', 'noble', 'nobleman'}","{'ignoble', 'Lady', 'lowborn', 'noblewoman'}",0.8571428571428571,0.9090909090909091
nobleman,lord.n.03,Lord,a titled peer of the realm,[],"{'noble', 'Lord', 'nobleman'}","{'Lady', 'noblewoman'}",0.8571428571428571,0.9090909090909091
nod,nod.n.01,nod,a sign of assent or salutation or command,[],{'nod'},set(),0.8571428571428571,0.9090909090909091
noiseless,noiseless.s.01,noiseless,making no sound; - Shakespeare,"[""th' inaudible and noiseless foot of time""]",{'noiseless'},set(),0.8571428571428571,0.9090909090909091
nom,,,,,set(),set(),0.8571428571428571,0.9090909090909091
nominate,nominate.v.01,nominate,propose as a candidate for some honor,[],"{'put_up', 'propose', 'put_forward', 'constitute', 'make', 'name', 'appoint', 'nominate'}",set(),0.8571428571428571,0.9090909090909091
nominee,campaigner.n.01,campaigner,a politician who is running for public office,[],"{'candidate', 'campaigner', 'nominee'}",set(),0.8571428571428571,0.9090909090909091
non,not.r.01,not,negation of a word or group of words,"['he does not speak French', 'she is not going', 'they are not friends', 'not many', 'not much', 'not at all']","{'non', 'not'}",set(),0.8571428571428571,0.9090909090909091
non-belligerent,,,,,set(),set(),0.8571428571428571,0.9090909090909091
non-resistant,non-resistant.n.01,non-resistant,a reformer who believes in passive resistance,[],"{'passive_resister', 'non-resistant'}",set(),0.8571428571428571,0.9090909090909091
non-violence,,,,,set(),set(),0.8571428571428571,0.9090909090909091
nonchalant,casual.s.01,casual,marked by blithe unconcern,"['an ability to interest casual students', 'showed a casual disregard for cold weather', 'an utterly insouciant financial policy', 'an elegantly insouciant manner', 'drove his car with nonchalant abandon', 'was polite in a teasing nonchalant manner']","{'nonchalant', 'insouciant', 'casual'}",set(),0.8571428571428571,0.9090909090909091
noncommittal,noncommittal.s.01,noncommittal,refusing to bind oneself to a particular course of action or view or the like,['her boyfriend was noncommittal about their future together'],{'noncommittal'},set(),0.8571428571428571,0.9090909090909091
nonnegative,nonnegative.s.01,nonnegative,either positive or zero,[],{'nonnegative'},set(),0.8571428571428571,0.9090909090909091
nonpareil,ideal.n.02,ideal,model of excellence or perfection of a kind; one having no equal,[],"{'peerless', 'matchless', 'one_and_only', 'unrivaled', 'unrivalled', 'unmatched', 'saint', 'unmatchable', 'nonpareil', 'paragon', 'ideal', 'nonsuch', 'nonesuch', 'apotheosis', 'one'}",set(),0.8571428571428571,0.9090909090909091
nonstop,nonstop_flight.n.01,nonstop_flight,a flight made without intermediate stops between source and destination,['how many nonstops are there to Dallas?'],"{'nonstop', 'round-the-clock', 'nonstop_flight', 'day-and-night', 'around-the-clock'}",set(),0.8571428571428571,0.9090909090909091
nook,nook.n.01,nook,a sheltered and secluded place,[],"{'corner', 'nook'}",set(),0.8571428571428571,0.9090909090909091
normal,convention.n.02,convention,something regarded as a normative example,"['the convention of not naming the main character', 'violence is the rule not the exception', 'his formula for impressing visitors']","{'rule', 'formula', 'normal', 'convention', 'pattern'}","{'paranormal', 'abnormal'}",0.8571428571428571,0.9090909090909091
normally,normally.r.01,normally,under normal conditions,['usually she was late'],"{'normally', 'ordinarily', 'commonly', 'unremarkably', 'usually'}",{'remarkably'},0.8571428571428571,0.9090909090909091
norturing,,,,,set(),set(),0.8571428571428571,0.9090909090909091
nostalgia,nostalgia.n.01,nostalgia,longing for something past,[],{'nostalgia'},set(),0.8571428571428571,0.9090909090909091
notable,luminary.n.01,luminary,a celebrity who is an inspiration to others,['he was host to a large gathering of luminaries'],"{'far-famed', 'noteworthy', 'famed', 'notable', 'noted', 'notability', 'leading_light', 'celebrated', 'renowned', 'luminary', 'famous', 'guiding_light', 'illustrious'}",set(),0.8571428571428571,0.9090909090909091
note,note.n.01,note,a brief written record,['he made a note of the appointment'],"{'mark', 'government_note', 'bill', 'preeminence', 'remark', 'note', 'eminence', 'tone', ""banker's_bill"", 'greenback', 'take_down', 'distinction', 'musical_note', 'notice', 'note_of_hand', 'promissory_note', 'bank_bill', 'notation', 'bank_note', 'observe', 'Federal_Reserve_note', 'take_note', 'billet', 'banknote', 'short_letter', 'mention', 'annotation', 'line'}",{'ignore'},0.8571428571428571,0.9090909090909091
noted,note.v.01,note,make mention of,"['She observed that his presentation took up too much time', 'They noted that it was a fine day to go sailing']","{'far-famed', 'mark', 'notice', 'famed', 'notable', 'famous', 'noted', 'observe', 'celebrated', 'take_note', 'mention', 'renowned', 'take_down', 'remark', 'illustrious', 'note'}",{'ignore'},0.8571428571428571,0.9090909090909091
noteworthy,noteworthy.s.01,noteworthy,worthy of notice,['a noteworthy advance in cancer research'],"{'noteworthy', 'notable', 'remarkable'}",set(),0.8571428571428571,0.9090909090909091
notice,notice.n.01,notice,"an announcement containing information about an event; ; ; ""a notice of sale","[""you didn't give me enough notice"", 'an obituary notice']","{'mark', 'detect', 'bill', 'find', 'remark', 'note', 'point_out', 'card', 'notification', 'observation', 'notice', 'observance', 'observe', 'comment', 'posting', 'discover', 'poster', 'acknowledge', 'placard'}",{'ignore'},0.8571428571428571,0.9090909090909091
noticeable,noticeable.a.01,noticeable,capable or worthy of being perceived,"['noticeable shadows under her eyes', 'noticeable for its vivid historical background', 'a noticeable lack of friendliness']","{'noticeable', 'detectable', 'obtrusive'}","{'unnoticeable', 'unobtrusive'}",0.8571428571428571,0.9090909090909091
noticeably,perceptibly.r.01,perceptibly,in a noticeable manner,['he changed noticeably over the years'],"{'noticeably', 'perceptibly', 'observably'}",{'imperceptibly'},0.8571428571428571,0.9090909090909091
nourish,nourish.v.01,nourish,provide with nourishment,"['We sustained ourselves on bread and water', 'This kind of food is not nourishing for young children']","{'sustain', 'nourish', 'nurture', 'nutrify', 'aliment'}",set(),0.8571428571428571,0.9090909090909091
nourishing,nourish.v.01,nourish,provide with nourishment,"['We sustained ourselves on bread and water', 'This kind of food is not nourishing for young children']","{'sustain', 'nourish', 'nurture', 'nutrify', 'nourishing', 'nutritious', 'nutrient', 'nutritive', 'alimentary', 'aliment', 'alimental'}",set(),0.8571428571428571,0.9090909090909091
nourishment,nutriment.n.01,nutriment,a source of materials to nourish the body,[],"{'sustenance', 'nourishment', 'alimentation', 'nutriment', 'victuals', 'aliment', 'nutrition'}",set(),0.8571428571428571,0.9090909090909091
nouveau,,,,,set(),set(),0.8571428571428571,0.9090909090909091
novel,novel.n.01,novel,an extended fictional work in prose; usually in the form of a story,[],"{'fresh', 'new', 'novel', 'refreshing'}",set(),0.8571428571428571,0.9090909090909091
novelty,freshness.n.02,freshness,originality by virtue of being refreshingly novel,[],"{'fallal', 'bauble', 'novelty', 'gaud', 'gewgaw', 'trinket', 'knickknack', 'freshness', 'bangle'}",set(),0.8571428571428571,0.9090909090909091
now,now.n.01,now,the momentary present,"['Now is a good time to do it', 'it worked up to right now']","{'straight_off', 'today', 'right_away', 'like_a_shot', 'nowadays', 'at_once', 'straightaway', 'now', 'directly', 'forthwith', 'immediately', 'instantly', 'at_present'}",set(),0.8571428571428571,0.9090909090909091
nubile,marriageable.s.01,marriageable,of girls or women who are eligible to marry,[],"{'marriageable', 'nubile'}",set(),0.8571428571428571,0.9090909090909091
number,number.n.01,number,the property possessed by a sum or total or indefinite quantity of units or individuals,"['he had a number of chores to do', 'the number of parameters is small', 'the figure was about a thousand']","{'add_up', 'numerate', 'number', 'issue', 'total', 'enumerate', 'list', 'figure', 'turn', 'count', 'routine', 'numeral', 'telephone_number', 'identification_number', 'keep_down', 'amount', 'act', 'bit', 'come', 'phone_number'}",set(),0.8571428571428571,0.9090909090909091
number-one,,,,,set(),set(),0.8571428571428571,0.9090909090909091
numerous,numerous.s.01,numerous,amounting to a large indefinite number,"['numerous times', 'the family was numerous', ""Palomar's fans are legion""]","{'numerous', 'legion'}",set(),0.8571428571428571,0.9090909090909091
numinous,numinous.s.01,numinous,evincing the presence of a deity,"['a numinous wood', 'the most numinous moment in the Mass']",{'numinous'},set(),0.8571428571428571,0.9090909090909091
nurse,nurse.n.01,nurse,one skilled in caring for young children or the sick (usually under the supervision of a physician),[],"{'hold', 'suckle', 'suck', 'wet-nurse', 'nurse', 'nanny', 'harbour', 'breastfeed', 'entertain', 'give_suck', 'lactate', 'harbor', 'nursemaid'}",{'bottlefeed'},0.8571428571428571,0.9090909090909091
nurture,raising.n.02,raising,the properties acquired as a consequence of the way you were treated as a child,[],"{'sustain', 'foster', 'nourish', 'rear', 'nurture', 'fostering', 'bring_up', 'rearing', 'breeding', 'raise', 'bringing_up', 'parent', 'raising', 'fosterage', 'upbringing'}",set(),0.8571428571428571,0.9090909090909091
